Sample 1
5/4/2022 1:24 PM
Wavelength (nm)	10mm Absorbance
378.5	0.004
379.0	0.006
379.5	0.003
380.0	0.005
380.5	0.003
381.0	0.003
381.5	0.002
382.0	0.000
382.5	-0.008
383.0	-0.008
383.5	-0.008
384.0	-0.007
384.5	-0.009
385.0	-0.007
385.5	-0.008
386.0	-0.006
386.5	-0.005
387.0	-0.007
387.5	-0.013
388.0	-0.015
388.5	-0.014
389.0	-0.009
389.5	-0.004
390.0	-0.004
390.5	-0.002
391.0	0.000
391.5	-0.001
392.0	-0.007
392.5	-0.011
393.0	-0.011
393.5	-0.006
394.0	0.002
394.5	0.005
395.0	0.004
395.5	0.007
396.0	0.009
396.5	0.007
397.0	0.003
397.5	0.002
398.0	0.003
398.5	0.010
399.0	0.014
399.5	0.015
400.0	0.015
400.5	0.014
401.0	0.005
401.5	-0.005
402.0	-0.014
402.5	-0.022
403.0	-0.023
403.5	-0.022
404.0	-0.017
404.5	-0.010
405.0	-0.004
405.5	-0.004
406.0	-0.009
406.5	-0.010
407.0	-0.011
407.5	-0.012
408.0	-0.008
408.5	-0.005
409.0	-0.003
409.5	0.000
410.0	0.003
410.5	0.004
411.0	0.002
411.5	-0.003
412.0	-0.007
412.5	-0.010
413.0	-0.012
413.5	-0.014
414.0	-0.017
414.5	-0.017
415.0	-0.016
415.5	-0.017
416.0	-0.016
416.5	-0.018
417.0	-0.013
417.5	-0.008
418.0	-0.007
418.5	-0.002
419.0	0.005
419.5	0.008
420.0	0.008
420.5	0.005
421.0	0.004
421.5	0.001
422.0	-0.003
422.5	-0.009
423.0	-0.017
423.5	-0.019
424.0	-0.021
424.5	-0.023
425.0	-0.021
425.5	-0.017
426.0	-0.010
426.5	-0.009
427.0	-0.010
427.5	-0.010
428.0	-0.011
428.5	-0.010
429.0	-0.010
429.5	-0.011
430.0	-0.012
430.5	-0.007
431.0	-0.002
431.5	-0.004
432.0	0.000
432.5	0.001
433.0	0.001
433.5	0.001
434.0	0.006
434.5	0.005
435.0	0.004
435.5	0.006
436.0	0.005
436.5	0.002
437.0	-0.002
437.5	-0.012
438.0	-0.020
438.5	-0.026
439.0	-0.022
439.5	-0.015
440.0	-0.004
440.5	0.002
441.0	0.007
441.5	0.007
442.0	0.000
442.5	-0.008
443.0	-0.018
443.5	-0.025
444.0	-0.024
444.5	-0.019
445.0	-0.007
445.5	0.000
446.0	0.011
446.5	0.017
447.0	0.022
447.5	0.022
448.0	0.020
448.5	0.013
449.0	-0.001
449.5	-0.011
450.0	-0.016
450.5	-0.017
451.0	-0.013
451.5	-0.008
452.0	-0.004
452.5	0.003
453.0	0.012
453.5	0.015
454.0	0.010
454.5	0.008
455.0	0.008
455.5	0.010
456.0	0.008
456.5	0.004
457.0	-0.005
457.5	-0.010
458.0	-0.012
458.5	-0.012
459.0	-0.014
459.5	-0.013
460.0	-0.008
460.5	-0.001
461.0	0.006
461.5	0.007
462.0	0.002
462.5	0.000
463.0	-0.004
463.5	-0.004
464.0	-0.005
464.5	-0.003
465.0	-0.003
465.5	-0.001
466.0	-0.002
466.5	-0.008
467.0	-0.012
467.5	-0.009
468.0	-0.011
468.5	-0.008
469.0	-0.006
469.5	-0.001
470.0	0.007
470.5	0.014
471.0	0.008
471.5	-0.002
472.0	-0.007
472.5	-0.006
473.0	-0.007
473.5	-0.006
474.0	-0.003
474.5	0.002
475.0	0.007
475.5	0.011
476.0	0.004
476.5	-0.002
477.0	-0.008
477.5	-0.015
478.0	-0.021
478.5	-0.024
479.0	-0.023
479.5	-0.020
480.0	-0.014
480.5	-0.010
481.0	-0.013
481.5	-0.018
482.0	-0.020
482.5	-0.021
483.0	-0.023
483.5	-0.023
484.0	-0.020
484.5	-0.012
485.0	-0.002
485.5	-0.001
486.0	0.002
486.5	0.006
487.0	0.018
487.5	0.027
488.0	0.027
488.5	0.019
489.0	0.011
489.5	0.004
490.0	0.000
490.5	-0.002
491.0	-0.003
491.5	-0.003
492.0	0.002
492.5	0.001
493.0	-0.004
493.5	-0.010
494.0	-0.011
494.5	-0.007
495.0	0.000
495.5	0.008
496.0	0.007
496.5	0.008
497.0	0.013
497.5	0.013
498.0	0.011
498.5	0.005
499.0	-0.005
499.5	-0.007
500.0	-0.006
500.5	-0.004
501.0	-0.005
501.5	0.001
502.0	0.006
502.5	0.014
503.0	0.018
503.5	0.015
504.0	0.000
504.5	-0.007
505.0	-0.012
505.5	-0.017
506.0	-0.019
506.5	-0.016
507.0	-0.012
507.5	-0.002
508.0	0.003
508.5	-0.001
509.0	-0.010
509.5	-0.014
510.0	-0.016
510.5	-0.015
511.0	-0.013
511.5	-0.006
512.0	0.002
512.5	0.001
513.0	-0.008
513.5	-0.018
514.0	-0.021
514.5	-0.019
515.0	-0.017
515.5	-0.009
516.0	-0.002
516.5	0.003
517.0	-0.002
517.5	-0.009
518.0	-0.014
518.5	-0.013
519.0	-0.009
519.5	0.004
520.0	0.010
520.5	0.019
521.0	0.021
521.5	0.019
522.0	0.009
522.5	0.001
523.0	-0.005
523.5	-0.011
524.0	-0.013
524.5	-0.006
525.0	-0.002
525.5	0.004
526.0	0.007
526.5	0.005
527.0	0.002
527.5	-0.004
528.0	-0.007
528.5	-0.005
529.0	-0.003
529.5	0.001
530.0	0.008
530.5	0.015
531.0	0.011
531.5	0.009
532.0	0.010
532.5	0.011
533.0	0.010
533.5	0.011
534.0	0.009
534.5	0.007
535.0	0.008
535.5	0.003
536.0	-0.005
536.5	-0.001
537.0	0.001
537.5	0.003
538.0	0.002
538.5	0.005
539.0	0.013
539.5	0.019
540.0	0.023
540.5	0.018
541.0	0.006
541.5	-0.009
542.0	-0.029
542.5	-0.043
543.0	-0.045
543.5	-0.042
544.0	-0.027
544.5	-0.009
545.0	0.005
545.5	0.017
546.0	0.030
546.5	0.034
547.0	0.035
547.5	0.032
548.0	0.030
548.5	0.023
549.0	0.013
549.5	0.004
550.0	-0.009
550.5	-0.010
551.0	0.000
551.5	0.005
552.0	0.007
552.5	0.009
553.0	0.006
553.5	-0.003
554.0	-0.009
554.5	-0.005
555.0	-0.001
555.5	0.008
556.0	0.018
556.5	0.017
557.0	0.013
557.5	0.008
558.0	-0.003
558.5	-0.018
559.0	-0.025
559.5	-0.018
560.0	-0.008
560.5	-0.002
561.0	-0.003
561.5	-0.004
562.0	-0.002
562.5	-0.004
563.0	-0.004
563.5	-0.007
564.0	-0.003
564.5	0.004
565.0	0.010
565.5	0.005
566.0	-0.006
566.5	-0.014
567.0	-0.016
567.5	-0.011
568.0	-0.007
568.5	-0.008
569.0	-0.002
569.5	-0.009
570.0	-0.013
570.5	-0.013
571.0	-0.014
571.5	-0.012
572.0	-0.003
572.5	0.008
573.0	0.012
573.5	0.005
574.0	0.002
574.5	-0.004
575.0	-0.004
575.5	-0.003
576.0	0.001
576.5	0.003
577.0	0.005
577.5	0.007
578.0	0.009
578.5	0.007
579.0	0.005
579.5	0.005
580.0	-0.003
580.5	-0.006
581.0	-0.004
581.5	-0.001
582.0	0.001
582.5	0.008
583.0	0.009
583.5	0.010
584.0	0.002
584.5	-0.003
585.0	-0.004
585.5	-0.001
586.0	-0.003
586.5	-0.006
587.0	-0.012
587.5	-0.016
588.0	-0.022
588.5	-0.028
589.0	-0.027
589.5	-0.018
590.0	-0.006
590.5	0.000
591.0	0.002
591.5	0.006
592.0	0.009
592.5	0.011
593.0	0.011
593.5	0.003
594.0	-0.001
594.5	-0.001
595.0	0.002
595.5	0.005
596.0	0.007
596.5	0.013
597.0	0.016
597.5	0.018
598.0	0.018
598.5	0.009
599.0	-0.001
599.5	-0.006
600.0	-0.016
600.5	-0.028
601.0	-0.039
601.5	-0.043
602.0	-0.049
602.5	-0.047
603.0	-0.040
603.5	-0.031
604.0	-0.022
604.5	-0.023
605.0	-0.030
605.5	-0.038
606.0	-0.039
606.5	-0.040
607.0	-0.043
607.5	-0.044
608.0	-0.040
608.5	-0.034
609.0	-0.031
609.5	-0.033
610.0	-0.021
610.5	-0.010
611.0	0.001
611.5	0.002
612.0	0.008
612.5	0.004
613.0	0.000
613.5	-0.011
614.0	-0.018
614.5	-0.021
615.0	-0.019
615.5	-0.020
616.0	-0.015
616.5	-0.012
617.0	-0.012
617.5	-0.015
618.0	-0.016
618.5	-0.013
619.0	-0.012
619.5	-0.018
620.0	-0.028
620.5	-0.036
621.0	-0.027
621.5	-0.020
622.0	-0.010
622.5	0.003
623.0	0.008
623.5	0.013
624.0	0.016
624.5	0.010
625.0	0.002
625.5	-0.002
626.0	-0.004
626.5	-0.001
627.0	0.006
627.5	0.004
628.0	-0.005
628.5	-0.003
629.0	0.001
629.5	0.004
630.0	-0.005
630.5	-0.014
631.0	-0.025
631.5	-0.025
632.0	-0.020
632.5	-0.018
633.0	-0.012
633.5	0.001
634.0	0.013
634.5	0.017
635.0	0.007
635.5	-0.004
636.0	-0.013
636.5	-0.013
637.0	-0.006
637.5	-0.010
638.0	-0.010
638.5	-0.005
639.0	0.004
639.5	0.004
640.0	-0.002
640.5	-0.010
641.0	-0.011
641.5	-0.010
642.0	-0.006
642.5	-0.010
643.0	-0.012
643.5	-0.009
644.0	-0.005
644.5	0.005
645.0	0.012
645.5	0.019
646.0	0.026
646.5	0.020
647.0	0.019
647.5	0.018
648.0	0.011
648.5	0.005
649.0	0.002
649.5	0.005
650.0	0.002
650.5	-0.003
651.0	-0.008
651.5	-0.007
652.0	0.000
652.5	0.007
653.0	0.015
653.5	0.017
654.0	0.013
654.5	-0.002
655.0	-0.023
655.5	-0.042
656.0	-0.054
656.5	-0.051
657.0	-0.047
657.5	-0.039
658.0	-0.023
658.5	-0.012
659.0	-0.009
659.5	-0.004
660.0	0.002
660.5	0.006
661.0	0.006
661.5	0.004
662.0	0.003
662.5	-0.002
663.0	-0.008
663.5	-0.023
664.0	-0.031
664.5	-0.030
665.0	-0.026
665.5	-0.029
666.0	-0.029
666.5	-0.029
667.0	-0.025
667.5	-0.029
668.0	-0.033
668.5	-0.035
669.0	-0.026
669.5	-0.016
670.0	-0.006
670.5	0.005
671.0	0.018
671.5	0.028
672.0	0.034
672.5	0.034
673.0	0.031
673.5	0.024
674.0	0.017
674.5	0.013
675.0	0.005
675.5	-0.008
676.0	-0.023
676.5	-0.032
677.0	-0.036
677.5	-0.031
678.0	-0.012
678.5	0.006
679.0	0.025
679.5	0.038
680.0	0.040
680.5	0.026
681.0	0.011
681.5	-0.006
682.0	-0.021
682.5	-0.027
683.0	-0.023
683.5	-0.024
684.0	-0.031
684.5	-0.035
685.0	-0.041
685.5	-0.046
686.0	-0.048
686.5	-0.045
687.0	-0.039
687.5	-0.027
688.0	-0.005
688.5	0.007
689.0	0.015
689.5	0.023
690.0	0.025
690.5	0.016
691.0	0.003
691.5	-0.002
692.0	-0.012
692.5	-0.025
693.0	-0.027
693.5	-0.034
694.0	-0.037
694.5	-0.042
695.0	-0.041
695.5	-0.039
696.0	-0.036
696.5	-0.034
697.0	-0.042
697.5	-0.056
698.0	-0.064
698.5	-0.063
699.0	-0.059
699.5	-0.049
700.0	-0.026
700.5	-0.010
701.0	0.001
701.5	0.002
702.0	0.005
702.5	0.001
703.0	-0.006
703.5	-0.013
704.0	-0.016
704.5	-0.012
705.0	-0.007
705.5	-0.002
706.0	0.005
706.5	0.020
707.0	0.036
707.5	0.031
708.0	0.034
708.5	0.023
709.0	0.003
709.5	-0.016
710.0	-0.029
710.5	-0.026
711.0	-0.017
711.5	0.001
712.0	0.021
712.5	0.026
713.0	0.044
713.5	0.046
714.0	0.034
714.5	0.030
715.0	0.023
715.5	0.019
716.0	0.012
716.5	0.002
717.0	-0.008
717.5	-0.029
718.0	-0.036
718.5	-0.035
719.0	-0.028
719.5	-0.012
720.0	0.001
720.5	0.012
721.0	0.013
721.5	0.011
722.0	0.000
722.5	-0.010
723.0	-0.012
723.5	-0.003
724.0	0.011
724.5	0.029
725.0	0.038
725.5	0.036
726.0	0.021
726.5	0.005
727.0	-0.010
727.5	-0.021
728.0	-0.035
728.5	-0.034
729.0	-0.024
729.5	-0.008
730.0	0.002
730.5	0.009
731.0	0.018
731.5	0.026
732.0	0.024
732.5	0.011
733.0	-0.004
733.5	-0.014
734.0	-0.017
734.5	-0.018
735.0	-0.019
735.5	-0.011
736.0	0.010
736.5	0.014
737.0	0.007
737.5	0.001
738.0	-0.006
738.5	-0.018
739.0	-0.036
739.5	-0.057
740.0	-0.068
740.5	-0.062
741.0	-0.047
741.5	-0.040
742.0	-0.031
742.5	-0.019
743.0	-0.011
743.5	-0.004
744.0	-0.001
744.5	0.000
745.0	-0.003
745.5	0.004
746.0	0.014
746.5	0.019
747.0	0.018
747.5	0.017
748.0	0.015
748.5	0.017
749.0	0.017
749.5	-0.004
750.0	-0.037
750.5	-0.051
751.0	-0.057
751.5	-0.065
752.0	-0.065
752.5	-0.051
753.0	-0.038
753.5	-0.017
754.0	0.001
754.5	0.010
755.0	0.014
755.5	0.017
756.0	0.016
756.5	0.003
757.0	-0.003
757.5	-0.013
758.0	-0.035
758.5	-0.053
759.0	-0.066
759.5	-0.067
760.0	-0.067
760.5	-0.073
761.0	-0.080
761.5	-0.097
762.0	-0.103
762.5	-0.101
763.0	-0.098
763.5	-0.084
764.0	-0.068
764.5	-0.047
765.0	-0.033
765.5	-0.027
766.0	-0.034
766.5	-0.051
767.0	-0.060
767.5	-0.060
768.0	-0.049
768.5	-0.037
769.0	-0.015
769.5	0.005
770.0	0.024
770.5	0.039
771.0	0.039
771.5	0.025
772.0	0.013
772.5	-0.003
773.0	-0.013
773.5	-0.025
774.0	-0.015
774.5	-0.004
775.0	0.016
775.5	0.032
776.0	0.036
776.5	0.036
777.0	0.033
777.5	0.016
778.0	-0.009
778.5	-0.037
779.0	-0.049
779.5	-0.056
780.0	-0.058
780.5	-0.051
781.0	-0.044
781.5	-0.044
782.0	-0.042
782.5	-0.043
783.0	-0.055
783.5	-0.058
784.0	-0.047
784.5	-0.022
785.0	-0.005
785.5	0.014
786.0	0.027
786.5	0.034
787.0	0.039
787.5	0.039
788.0	0.020
788.5	0.004
789.0	-0.001
789.5	0.011
790.0	0.006
790.5	0.000
791.0	-0.003
791.5	0.005
792.0	-0.004
792.5	-0.020
793.0	-0.037
793.5	-0.044
794.0	-0.052
794.5	-0.047
795.0	-0.052
795.5	-0.053
796.0	-0.046
796.5	-0.017
797.0	-0.015
797.5	0.001
798.0	0.024
798.5	0.028
799.0	0.023
799.5	0.017
800.0	0.006
800.5	-0.021
801.0	-0.039
801.5	-0.052
802.0	-0.081
802.5	-0.088
803.0	-0.099
803.5	-0.115
804.0	-0.115
804.5	-0.107
805.0	-0.086
805.5	-0.060
806.0	-0.030
806.5	0.001
807.0	0.027
807.5	0.051
808.0	0.052
808.5	0.038
809.0	0.011
809.5	-0.014
810.0	-0.024
810.5	-0.022
811.0	-0.023
811.5	-0.022
812.0	-0.014
812.5	-0.003
813.0	0.007
813.5	0.006
814.0	0.000
814.5	-0.005
815.0	0.009
815.5	0.025
816.0	0.024
816.5	0.020
817.0	0.017
817.5	0.008
818.0	0.006
818.5	-0.014
819.0	-0.026
819.5	-0.026
820.0	-0.002
820.5	0.006
821.0	0.010
821.5	0.021
822.0	0.022
822.5	0.017
823.0	0.014
823.5	0.005
824.0	-0.005
824.5	-0.018
825.0	-0.026
825.5	-0.028
826.0	-0.016
826.5	0.001
827.0	0.025
827.5	0.052
828.0	0.073
828.5	0.072
829.0	0.052
829.5	0.012
830.0	-0.028
830.5	-0.041
831.0	-0.043
831.5	-0.037
832.0	-0.029
832.5	-0.021
833.0	-0.007
833.5	-0.004
834.0	-0.006
834.5	-0.016
835.0	-0.016
835.5	-0.010
836.0	-0.017
836.5	-0.022
837.0	-0.039
837.5	-0.057
838.0	-0.070
838.5	-0.090
839.0	-0.099
839.5	-0.097
840.0	-0.088
840.5	-0.085
841.0	-0.078
841.5	-0.056
842.0	-0.047
842.5	-0.036
843.0	-0.031
843.5	-0.014
844.0	0.001
844.5	0.015
845.0	0.022
845.5	0.033
846.0	0.029
846.5	0.022
847.0	-0.007
847.5	-0.017
848.0	-0.015
848.5	0.006
849.0	0.032
849.5	0.064
850.0	0.073


Sample 15
5/4/2022 1:30 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.234
190.5	-0.627
191.0	-0.946
191.5	-1.151
192.0	-0.766
192.5	-0.668
193.0	-0.381
193.5	0.083
194.0	0.801
194.5	1.396
195.0	1.826
195.5	2.224
196.0	2.630
196.5	3.074
197.0	3.374
197.5	3.523
198.0	3.616
198.5	3.679
199.0	3.603
199.5	3.506
200.0	3.380
200.5	3.266
201.0	3.160
201.5	3.005
202.0	2.871
202.5	2.735
203.0	2.583
203.5	2.441
204.0	2.281
204.5	2.125
205.0	1.960
205.5	1.816
206.0	1.672
206.5	1.528
207.0	1.393
207.5	1.263
208.0	1.151
208.5	1.053
209.0	0.973
209.5	0.904
210.0	0.829
210.5	0.780
211.0	0.739
211.5	0.692
212.0	0.665
212.5	0.648
213.0	0.640
213.5	0.631
214.0	0.630
214.5	0.615
215.0	0.609
215.5	0.619
216.0	0.617
216.5	0.614
217.0	0.624
217.5	0.620
218.0	0.610
218.5	0.597
219.0	0.587
219.5	0.575
220.0	0.577
220.5	0.573
221.0	0.565
221.5	0.560
222.0	0.558
222.5	0.553
223.0	0.546
223.5	0.535
224.0	0.523
224.5	0.515
225.0	0.505
225.5	0.491
226.0	0.476
226.5	0.461
227.0	0.445
227.5	0.435
228.0	0.419
228.5	0.404
229.0	0.397
229.5	0.391
230.0	0.381
230.5	0.373
231.0	0.361
231.5	0.340
232.0	0.320
232.5	0.304
233.0	0.287
233.5	0.267
234.0	0.247
234.5	0.231
235.0	0.213
235.5	0.202
236.0	0.189
236.5	0.175
237.0	0.165
237.5	0.157
238.0	0.142
238.5	0.128
239.0	0.116
239.5	0.105
240.0	0.098
240.5	0.094
241.0	0.086
241.5	0.085
242.0	0.081
242.5	0.078
243.0	0.073
243.5	0.073
244.0	0.068
244.5	0.063
245.0	0.059
245.5	0.054
246.0	0.047
246.5	0.047
247.0	0.048
247.5	0.051
248.0	0.051
248.5	0.053
249.0	0.053
249.5	0.052
250.0	0.048
250.5	0.049
251.0	0.049
251.5	0.051
252.0	0.051
252.5	0.052
253.0	0.052
253.5	0.054
254.0	0.054
254.5	0.053
255.0	0.056
255.5	0.060
256.0	0.068
256.5	0.071
257.0	0.071
257.5	0.071
258.0	0.074
258.5	0.075
259.0	0.075
259.5	0.079
260.0	0.088
260.5	0.094
261.0	0.101
261.5	0.106
262.0	0.107
262.5	0.105
263.0	0.105
263.5	0.101
264.0	0.099
264.5	0.105
265.0	0.107
265.5	0.114
266.0	0.126
266.5	0.138
267.0	0.147
267.5	0.154
268.0	0.163
268.5	0.163
269.0	0.169
269.5	0.171
270.0	0.176
270.5	0.186
271.0	0.191
271.5	0.194
272.0	0.200
272.5	0.207
273.0	0.214
273.5	0.222
274.0	0.232
274.5	0.240
275.0	0.247
275.5	0.250
276.0	0.252
276.5	0.250
277.0	0.247
277.5	0.247
278.0	0.246
278.5	0.246
279.0	0.249
279.5	0.254
280.0	0.257
280.5	0.260
281.0	0.264
281.5	0.264
282.0	0.261
282.5	0.261
283.0	0.255
283.5	0.250
284.0	0.249
284.5	0.246
285.0	0.241
285.5	0.231
286.0	0.224
286.5	0.220
287.0	0.214
287.5	0.210
288.0	0.201
288.5	0.190
289.0	0.178
289.5	0.163
290.0	0.148
290.5	0.129
291.0	0.115
291.5	0.104
292.0	0.094
292.5	0.085
293.0	0.076
293.5	0.069
294.0	0.066
294.5	0.062
295.0	0.060
295.5	0.059
296.0	0.052
296.5	0.048
297.0	0.043
297.5	0.039
298.0	0.039
298.5	0.036
299.0	0.038
299.5	0.035
300.0	0.033
300.5	0.035
301.0	0.035
301.5	0.032
302.0	0.036
302.5	0.035
303.0	0.032
303.5	0.032
304.0	0.034
304.5	0.025
305.0	0.021
305.5	0.020
306.0	0.022
306.5	0.022
307.0	0.028
307.5	0.025
308.0	0.023
308.5	0.027
309.0	0.023
309.5	0.017
310.0	0.017
310.5	0.016
311.0	0.018
311.5	0.023
312.0	0.027
312.5	0.024
313.0	0.021
313.5	0.021
314.0	0.019
314.5	0.019
315.0	0.023
315.5	0.021
316.0	0.021
316.5	0.024
317.0	0.023
317.5	0.022
318.0	0.022
318.5	0.026
319.0	0.026
319.5	0.028
320.0	0.031
320.5	0.025
321.0	0.021
321.5	0.021
322.0	0.015
322.5	0.011
323.0	0.012
323.5	0.015
324.0	0.017
324.5	0.017
325.0	0.018
325.5	0.017
326.0	0.020
326.5	0.027
327.0	0.030
327.5	0.031
328.0	0.031
328.5	0.028
329.0	0.029
329.5	0.024
330.0	0.023
330.5	0.022
331.0	0.024
331.5	0.027
332.0	0.029
332.5	0.030
333.0	0.025
333.5	0.022
334.0	0.022
334.5	0.020
335.0	0.022
335.5	0.022
336.0	0.023
336.5	0.020
337.0	0.022
337.5	0.023
338.0	0.021
338.5	0.020
339.0	0.023
339.5	0.027
340.0	0.033
340.5	0.032
341.0	0.030
341.5	0.026
342.0	0.025
342.5	0.022
343.0	0.019
343.5	0.020
344.0	0.025
344.5	0.026
345.0	0.031
345.5	0.031
346.0	0.032
346.5	0.034
347.0	0.034
347.5	0.030
348.0	0.027
348.5	0.030
349.0	0.027
349.5	0.024
350.0	0.023
350.5	0.024
351.0	0.024
351.5	0.027
352.0	0.024
352.5	0.025
353.0	0.024
353.5	0.026
354.0	0.025
354.5	0.024
355.0	0.020
355.5	0.020
356.0	0.022
356.5	0.022
357.0	0.017
357.5	0.015
358.0	0.009
358.5	0.006
359.0	0.002
359.5	-0.001
360.0	0.004
360.5	0.013
361.0	0.024
361.5	0.028
362.0	0.029
362.5	0.031
363.0	0.031
363.5	0.030
364.0	0.020
364.5	0.017
365.0	0.016
365.5	0.011
366.0	0.011
366.5	0.012
367.0	0.015
367.5	0.020
368.0	0.031
368.5	0.036
369.0	0.038
369.5	0.042
370.0	0.039
370.5	0.029
371.0	0.027
371.5	0.022
372.0	0.020
372.5	0.015
373.0	0.016
373.5	0.013
374.0	0.015
374.5	0.020
375.0	0.023
375.5	0.025
376.0	0.028
376.5	0.030
377.0	0.031
377.5	0.026
378.0	0.024
378.5	0.023
379.0	0.023
379.5	0.026
380.0	0.029
380.5	0.030
381.0	0.030
381.5	0.031
382.0	0.032
382.5	0.031
383.0	0.030
383.5	0.031
384.0	0.031
384.5	0.031
385.0	0.028
385.5	0.021
386.0	0.019
386.5	0.017
387.0	0.013
387.5	0.010
388.0	0.010
388.5	0.018
389.0	0.025
389.5	0.032
390.0	0.037
390.5	0.038
391.0	0.041
391.5	0.039
392.0	0.029
392.5	0.024
393.0	0.022
393.5	0.024
394.0	0.027
394.5	0.031
395.0	0.031
395.5	0.032
396.0	0.033
396.5	0.033
397.0	0.033
397.5	0.036
398.0	0.036
398.5	0.039
399.0	0.041
399.5	0.042
400.0	0.045
400.5	0.044
401.0	0.039
401.5	0.035
402.0	0.031
402.5	0.029
403.0	0.022
403.5	0.019
404.0	0.019
404.5	0.025
405.0	0.028
405.5	0.026
406.0	0.023
406.5	0.020
407.0	0.018
407.5	0.020
408.0	0.021
408.5	0.027
409.0	0.033
409.5	0.038
410.0	0.040
410.5	0.042
411.0	0.038
411.5	0.028
412.0	0.022
412.5	0.017
413.0	0.014
413.5	0.013
414.0	0.009
414.5	0.010
415.0	0.013
415.5	0.016
416.0	0.019
416.5	0.020
417.0	0.027
417.5	0.033
418.0	0.036
418.5	0.037
419.0	0.037
419.5	0.038
420.0	0.036
420.5	0.033
421.0	0.032
421.5	0.028
422.0	0.027
422.5	0.022
423.0	0.016
423.5	0.013
424.0	0.011
424.5	0.010
425.0	0.012
425.5	0.018
426.0	0.023
426.5	0.026
427.0	0.028
427.5	0.026
428.0	0.025
428.5	0.025
429.0	0.022
429.5	0.020
430.0	0.019
430.5	0.025
431.0	0.028
431.5	0.031
432.0	0.035
432.5	0.033
433.0	0.032
433.5	0.033
434.0	0.034
434.5	0.032
435.0	0.032
435.5	0.033
436.0	0.034
436.5	0.032
437.0	0.028
437.5	0.018
438.0	0.013
438.5	0.009
439.0	0.014
439.5	0.021
440.0	0.031
440.5	0.035
441.0	0.041
441.5	0.040
442.0	0.034
442.5	0.022
443.0	0.013
443.5	0.007
444.0	0.009
444.5	0.014
445.0	0.026
445.5	0.031
446.0	0.044
446.5	0.050
447.0	0.055
447.5	0.053
448.0	0.052
448.5	0.045
449.0	0.033
449.5	0.024
450.0	0.019
450.5	0.015
451.0	0.019
451.5	0.025
452.0	0.036
452.5	0.044
453.0	0.053
453.5	0.053
454.0	0.046
454.5	0.040
455.0	0.035
455.5	0.034
456.0	0.031
456.5	0.025
457.0	0.023
457.5	0.020
458.0	0.019
458.5	0.019
459.0	0.017
459.5	0.020
460.0	0.025
460.5	0.031
461.0	0.035
461.5	0.037
462.0	0.034
462.5	0.033
463.0	0.029
463.5	0.029
464.0	0.031
464.5	0.032
465.0	0.031
465.5	0.029
466.0	0.025
466.5	0.021
467.0	0.014
467.5	0.015
468.0	0.015
468.5	0.019
469.0	0.022
469.5	0.025
470.0	0.032
470.5	0.039
471.0	0.035
471.5	0.029
472.0	0.025
472.5	0.026
473.0	0.026
473.5	0.026
474.0	0.029
474.5	0.035
475.0	0.045
475.5	0.048
476.0	0.040
476.5	0.035
477.0	0.027
477.5	0.017
478.0	0.008
478.5	0.006
479.0	0.009
479.5	0.015
480.0	0.024
480.5	0.029
481.0	0.028
481.5	0.027
482.0	0.024
482.5	0.020
483.0	0.014
483.5	0.010
484.0	0.008
484.5	0.014
485.0	0.023
485.5	0.026
486.0	0.030
486.5	0.035
487.0	0.047
487.5	0.056
488.0	0.057
488.5	0.048
489.0	0.041
489.5	0.037
490.0	0.037
490.5	0.037
491.0	0.036
491.5	0.035
492.0	0.037
492.5	0.032
493.0	0.026
493.5	0.019
494.0	0.018
494.5	0.023
495.0	0.032
495.5	0.041
496.0	0.041
496.5	0.037
497.0	0.039
497.5	0.040
498.0	0.037
498.5	0.035
499.0	0.027
499.5	0.024
500.0	0.028
500.5	0.029
501.0	0.027
501.5	0.025
502.0	0.029
502.5	0.040
503.0	0.041
503.5	0.038
504.0	0.025
504.5	0.021
505.0	0.020
505.5	0.017
506.0	0.016
506.5	0.020
507.0	0.027
507.5	0.038
508.0	0.039
508.5	0.033
509.0	0.026
509.5	0.023
510.0	0.018
510.5	0.016
511.0	0.020
511.5	0.027
512.0	0.036
512.5	0.037
513.0	0.028
513.5	0.019
514.0	0.018
514.5	0.020
515.0	0.020
515.5	0.027
516.0	0.035
516.5	0.041
517.0	0.039
517.5	0.034
518.0	0.024
518.5	0.023
519.0	0.028
519.5	0.038
520.0	0.046
520.5	0.055
521.0	0.060
521.5	0.060
522.0	0.053
522.5	0.043
523.0	0.033
523.5	0.029
524.0	0.027
524.5	0.030
525.0	0.035
525.5	0.039
526.0	0.041
526.5	0.040
527.0	0.034
527.5	0.025
528.0	0.022
528.5	0.023
529.0	0.026
529.5	0.026
530.0	0.033
530.5	0.039
531.0	0.039
531.5	0.039
532.0	0.042
532.5	0.046
533.0	0.048
533.5	0.048
534.0	0.048
534.5	0.044
535.0	0.041
535.5	0.033
536.0	0.023
536.5	0.023
537.0	0.025
537.5	0.028
538.0	0.026
538.5	0.029
539.0	0.039
539.5	0.048
540.0	0.052
540.5	0.047
541.0	0.039
541.5	0.024
542.0	0.008
542.5	-0.008
543.0	-0.013
543.5	-0.011
544.0	0.001
