Sample 1
5/6/2022 12:26 PM
Wavelength (nm)	10mm Absorbance
570.0	-0.021
570.5	-0.018
571.0	-0.020
571.5	-0.026
572.0	-0.023
572.5	-0.019
573.0	-0.023
573.5	-0.031
574.0	-0.036
574.5	-0.035
575.0	-0.030
575.5	-0.020
576.0	-0.011
576.5	-0.005
577.0	-0.003
577.5	0.002
578.0	0.003
578.5	0.002
579.0	0.004
579.5	0.000
580.0	-0.005
580.5	-0.012
581.0	-0.018
581.5	-0.019
582.0	-0.026
582.5	-0.023
583.0	-0.025
583.5	-0.028
584.0	-0.026
584.5	-0.022
585.0	-0.016
585.5	-0.015
586.0	-0.016
586.5	-0.018
587.0	-0.024
587.5	-0.031
588.0	-0.040
588.5	-0.039
589.0	-0.033
589.5	-0.019
590.0	-0.009
590.5	-0.010
591.0	-0.014
591.5	-0.016
592.0	-0.015
592.5	-0.018
593.0	-0.018
593.5	-0.016
594.0	-0.016
594.5	-0.014
595.0	-0.008
595.5	-0.002
596.0	0.004
596.5	0.008
597.0	0.005
597.5	0.000
598.0	-0.007
598.5	-0.015
599.0	-0.022
599.5	-0.026
600.0	-0.026
600.5	-0.022
601.0	-0.023
601.5	-0.023
602.0	-0.026
602.5	-0.029
603.0	-0.026
603.5	-0.019
604.0	-0.014
604.5	-0.015
605.0	-0.017
605.5	-0.019
606.0	-0.025
606.5	-0.025
607.0	-0.029
607.5	-0.030
608.0	-0.027
608.5	-0.027
609.0	-0.025
609.5	-0.027
610.0	-0.021
610.5	-0.018
611.0	-0.019
611.5	-0.013
612.0	-0.008
612.5	-0.006
613.0	-0.014
613.5	-0.022
614.0	-0.027
614.5	-0.030
615.0	-0.029
615.5	-0.030
616.0	-0.026
616.5	-0.018
617.0	-0.014
617.5	-0.018
618.0	-0.024
618.5	-0.028
619.0	-0.026
619.5	-0.028
620.0	-0.033
620.5	-0.040
621.0	-0.036
621.5	-0.031
622.0	-0.024
622.5	-0.017
623.0	-0.014
623.5	-0.021
624.0	-0.015
624.5	-0.016
625.0	-0.027
625.5	-0.034
626.0	-0.032
626.5	-0.026
627.0	-0.015
627.5	-0.011
628.0	-0.009
628.5	-0.009
629.0	-0.005
629.5	-0.007
630.0	-0.018
630.5	-0.023
631.0	-0.026
631.5	-0.024
632.0	-0.018
632.5	-0.012
633.0	-0.006
633.5	-0.004
634.0	-0.006
634.5	-0.006
635.0	-0.009
635.5	-0.015
636.0	-0.021
636.5	-0.022
637.0	-0.023
637.5	-0.024
638.0	-0.032
638.5	-0.030
639.0	-0.018
639.5	-0.006
640.0	-0.010
640.5	-0.017
641.0	-0.020
641.5	-0.023
642.0	-0.026
642.5	-0.031
643.0	-0.040
643.5	-0.037
644.0	-0.024
644.5	-0.014
645.0	-0.013
645.5	-0.007
646.0	0.000
646.5	-0.002
647.0	-0.007
647.5	-0.013
648.0	-0.017
648.5	-0.018
649.0	-0.015
649.5	-0.008
650.0	-0.010
650.5	-0.011
651.0	-0.011
651.5	-0.015
652.0	-0.018
652.5	-0.017
653.0	-0.008
653.5	-0.006
654.0	-0.007
654.5	-0.017
655.0	-0.041
655.5	-0.055
656.0	-0.062
656.5	-0.063
657.0	-0.061
657.5	-0.048
658.0	-0.030
658.5	-0.020
659.0	-0.015
659.5	-0.011
660.0	-0.007
660.5	-0.001
661.0	0.001
661.5	0.003
662.0	0.007
662.5	0.017
663.0	0.019
663.5	0.015
664.0	0.007
664.5	0.001
665.0	-0.008
665.5	-0.029
666.0	-0.050
666.5	-0.065
667.0	-0.067
667.5	-0.064
668.0	-0.070
668.5	-0.061
669.0	-0.046
669.5	-0.026
670.0	-0.010
670.5	0.003
671.0	0.015
671.5	0.021
672.0	0.024
672.5	0.019
673.0	0.006
673.5	-0.001
674.0	-0.010
674.5	-0.012
675.0	-0.016
675.5	-0.025
676.0	-0.035
676.5	-0.046
677.0	-0.051
677.5	-0.042
678.0	-0.026
678.5	-0.010
679.0	0.008
679.5	0.022
680.0	0.020
680.5	0.008
681.0	-0.007
681.5	-0.022
682.0	-0.035
682.5	-0.037
683.0	-0.030
683.5	-0.027
684.0	-0.024
684.5	-0.022
685.0	-0.030
685.5	-0.038
686.0	-0.045
686.5	-0.048
687.0	-0.042
687.5	-0.031
688.0	-0.012
688.5	-0.002
689.0	-0.002
689.5	0.000
690.0	-0.004
690.5	-0.020
691.0	-0.032
691.5	-0.038
692.0	-0.038
692.5	-0.040
693.0	-0.040
693.5	-0.050
694.0	-0.059
694.5	-0.058
695.0	-0.055
695.5	-0.056
696.0	-0.057
696.5	-0.057
697.0	-0.057
697.5	-0.062
698.0	-0.069
698.5	-0.069
699.0	-0.057
699.5	-0.035
700.0	-0.022
700.5	-0.011
701.0	-0.009
701.5	-0.006
702.0	-0.004
702.5	-0.012
703.0	-0.029
703.5	-0.042
704.0	-0.048
704.5	-0.051
705.0	-0.054
705.5	-0.051
706.0	-0.036
706.5	-0.015
707.0	0.008
707.5	0.024
708.0	0.025
708.5	0.016
709.0	-0.006
709.5	-0.025
710.0	-0.043
710.5	-0.051
711.0	-0.040
711.5	-0.023
712.0	-0.005
712.5	0.011
713.0	0.020
713.5	0.018
714.0	0.006
714.5	-0.002
715.0	-0.010
715.5	-0.013
716.0	-0.013
716.5	-0.022
717.0	-0.031
717.5	-0.037
718.0	-0.037
718.5	-0.038
719.0	-0.033
719.5	-0.031
720.0	-0.022
720.5	-0.022
721.0	-0.026
721.5	-0.039
722.0	-0.045
722.5	-0.051
723.0	-0.056
723.5	-0.046
724.0	-0.030
724.5	-0.009
725.0	0.011
725.5	0.021
726.0	0.020
726.5	0.012
727.0	-0.001
727.5	-0.013
728.0	-0.025
728.5	-0.022
729.0	-0.014
729.5	0.003
730.0	0.012
730.5	0.017
731.0	0.017
731.5	0.021
732.0	0.016
732.5	0.009
733.0	-0.005
733.5	-0.015
734.0	-0.021
734.5	-0.024
735.0	-0.022
735.5	-0.016
736.0	0.002
736.5	0.015
737.0	0.015
737.5	0.015
738.0	0.011
738.5	0.004
739.0	-0.009
739.5	-0.028
740.0	-0.036
740.5	-0.050
741.0	-0.056
741.5	-0.062
742.0	-0.072
742.5	-0.065
743.0	-0.053
743.5	-0.042
744.0	-0.034
744.5	-0.032
745.0	-0.023
745.5	-0.025
746.0	-0.030
746.5	-0.040
747.0	-0.046
747.5	-0.041
748.0	-0.036
748.5	-0.031
749.0	-0.028
749.5	-0.045
750.0	-0.063
750.5	-0.080
751.0	-0.096
751.5	-0.110
752.0	-0.104
752.5	-0.090
753.0	-0.071
753.5	-0.046
754.0	-0.019
754.5	-0.014
755.0	-0.014
755.5	-0.011
756.0	-0.012
756.5	-0.015
757.0	-0.013
757.5	-0.015
758.0	-0.023
758.5	-0.031
759.0	-0.032
759.5	-0.035
760.0	-0.039
760.5	-0.055
761.0	-0.075
761.5	-0.096
762.0	-0.100
762.5	-0.100
763.0	-0.094
763.5	-0.084
764.0	-0.064
764.5	-0.041
765.0	-0.021
765.5	-0.016
766.0	-0.024
766.5	-0.035
767.0	-0.041
767.5	-0.037
768.0	-0.031
768.5	-0.035
769.0	-0.030
769.5	-0.017
770.0	0.001
770.5	0.013
771.0	0.013
771.5	0.006
772.0	-0.002
772.5	-0.010
773.0	-0.026
773.5	-0.047
774.0	-0.052
774.5	-0.048
775.0	-0.037
775.5	-0.027
776.0	-0.023
776.5	-0.025
777.0	-0.030
777.5	-0.050
778.0	-0.080
778.5	-0.098
779.0	-0.106
779.5	-0.106
780.0	-0.090
780.5	-0.062
781.0	-0.036
781.5	-0.027
782.0	-0.027
782.5	-0.043
783.0	-0.058
783.5	-0.059
784.0	-0.055
784.5	-0.042
785.0	-0.012
785.5	0.015
786.0	0.041
786.5	0.049
787.0	0.055
787.5	0.045
788.0	0.037
788.5	0.028
789.0	0.016
789.5	0.005
790.0	0.000
790.5	-0.014
791.0	-0.024
791.5	-0.036
792.0	-0.043
792.5	-0.056
793.0	-0.057
793.5	-0.051
794.0	-0.048
794.5	-0.040
795.0	-0.042
795.5	-0.045
796.0	-0.046
796.5	-0.035
797.0	-0.023
797.5	-0.014
798.0	0.001
798.5	0.013
799.0	0.013
799.5	0.001
800.0	-0.026
800.5	-0.044
801.0	-0.059
801.5	-0.068
802.0	-0.087
802.5	-0.104
803.0	-0.113
803.5	-0.116
804.0	-0.123
804.5	-0.120
805.0	-0.101
805.5	-0.066
806.0	-0.035
806.5	0.000
807.0	0.026
807.5	0.048
808.0	0.054
808.5	0.028
809.0	-0.007
809.5	-0.040
810.0	-0.061
810.5	-0.067
811.0	-0.067
811.5	-0.049
812.0	-0.034
812.5	-0.010
813.0	0.007
813.5	0.006
814.0	-0.004
814.5	-0.021
815.0	-0.030
815.5	-0.024
816.0	-0.019
816.5	-0.011
817.0	-0.002
817.5	0.011
818.0	0.021
818.5	0.015
819.0	0.003
819.5	-0.008
820.0	-0.008
820.5	-0.001
821.0	0.004
821.5	0.020
822.0	0.032
822.5	0.037
823.0	0.040
823.5	0.040
824.0	0.033
824.5	0.015
825.0	0.000
825.5	-0.010
826.0	-0.010
826.5	0.006
827.0	0.031
827.5	0.054
828.0	0.071
828.5	0.068
829.0	0.038
829.5	-0.011
830.0	-0.052
830.5	-0.077
831.0	-0.090
831.5	-0.079
832.0	-0.067
832.5	-0.054
833.0	-0.039
833.5	-0.033
834.0	-0.031
834.5	-0.035
835.0	-0.029
835.5	-0.029
836.0	-0.032
836.5	-0.043
837.0	-0.068
837.5	-0.088
838.0	-0.107
838.5	-0.110
839.0	-0.110
839.5	-0.103
840.0	-0.088
840.5	-0.072
841.0	-0.051
841.5	-0.032
842.0	-0.027
842.5	-0.023
843.0	-0.016
843.5	0.002
844.0	0.008
844.5	0.009
845.0	0.004
845.5	-0.008
846.0	-0.024
846.5	-0.049
847.0	-0.080
847.5	-0.092
848.0	-0.074
848.5	-0.032
849.0	0.004
849.5	0.026
850.0	0.041


Sample 14
5/6/2022 12:32 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	1.994
190.5	2.590
191.0	3.544
191.5	4.539
192.0	6.152
192.5	7.861
193.0	9.129
193.5	9.964
194.0	10.296
194.5	10.390
195.0	9.863
195.5	8.829
196.0	7.506
196.5	6.127
197.0	5.223
197.5	4.421
198.0	3.650
198.5	3.200
199.0	2.842
199.5	2.567
200.0	2.331
200.5	2.092
201.0	1.937
201.5	1.769
202.0	1.634
202.5	1.479
203.0	1.361
203.5	1.277
204.0	1.196
204.5	1.129
205.0	1.054
205.5	0.987
206.0	0.930
206.5	0.864
207.0	0.794
207.5	0.727
208.0	0.673
208.5	0.627
209.0	0.586
209.5	0.555
210.0	0.522
210.5	0.495
211.0	0.478
211.5	0.457
212.0	0.436
212.5	0.424
213.0	0.411
213.5	0.409
214.0	0.403
214.5	0.403
215.0	0.400
215.5	0.409
216.0	0.409
216.5	0.397
217.0	0.393
217.5	0.387
218.0	0.375
218.5	0.374
219.0	0.369
219.5	0.379
220.0	0.383
220.5	0.385
221.0	0.386
221.5	0.384
222.0	0.377
222.5	0.370
223.0	0.362
223.5	0.353
224.0	0.352
224.5	0.347
225.0	0.336
225.5	0.331
226.0	0.327
226.5	0.324
227.0	0.324
227.5	0.328
228.0	0.328
228.5	0.330
229.0	0.331
229.5	0.326
230.0	0.322
230.5	0.312
231.0	0.298
231.5	0.283
232.0	0.269
232.5	0.255
233.0	0.241
233.5	0.228
234.0	0.221
234.5	0.219
235.0	0.220
235.5	0.215
236.0	0.208
236.5	0.200
237.0	0.195
237.5	0.190
238.0	0.182
238.5	0.172
239.0	0.165
239.5	0.162
240.0	0.160
240.5	0.160
241.0	0.158
241.5	0.160
242.0	0.163
242.5	0.166
243.0	0.164
243.5	0.156
244.0	0.143
244.5	0.137
245.0	0.134
245.5	0.135
246.0	0.138
246.5	0.146
247.0	0.156
247.5	0.165
248.0	0.170
248.5	0.167
249.0	0.155
249.5	0.144
250.0	0.132
250.5	0.126
251.0	0.123
251.5	0.122
252.0	0.127
252.5	0.133
253.0	0.140
253.5	0.135
254.0	0.124
254.5	0.111
255.0	0.104
255.5	0.104
256.0	0.104
256.5	0.109
257.0	0.116
257.5	0.121
258.0	0.131
258.5	0.138
259.0	0.144
259.5	0.155
260.0	0.163
260.5	0.169
261.0	0.175
261.5	0.172
262.0	0.165
262.5	0.155
263.0	0.150
263.5	0.149
264.0	0.144
264.5	0.143
265.0	0.139
265.5	0.143
266.0	0.151
266.5	0.157
267.0	0.166
267.5	0.174
268.0	0.183
268.5	0.189
269.0	0.185
269.5	0.186
270.0	0.187
270.5	0.189
271.0	0.197
271.5	0.206
272.0	0.216
272.5	0.223
273.0	0.228
273.5	0.225
274.0	0.221
274.5	0.221
275.0	0.219
275.5	0.216
276.0	0.219
276.5	0.224
277.0	0.230
277.5	0.232
278.0	0.232
278.5	0.232
279.0	0.237
279.5	0.238
280.0	0.238
280.5	0.238
281.0	0.245
281.5	0.248
282.0	0.244
282.5	0.241
283.0	0.242
283.5	0.244
284.0	0.247
284.5	0.245
285.0	0.245
285.5	0.246
286.0	0.248
286.5	0.237
287.0	0.227
287.5	0.218
288.0	0.209
288.5	0.198
289.0	0.191
289.5	0.186
290.0	0.186
290.5	0.188
291.0	0.190
291.5	0.185
292.0	0.181
292.5	0.177
293.0	0.173
293.5	0.173
294.0	0.168
294.5	0.165
295.0	0.167
295.5	0.169
296.0	0.170
296.5	0.170
297.0	0.167
297.5	0.167
298.0	0.167
298.5	0.166
299.0	0.158
299.5	0.153
300.0	0.147
300.5	0.144
301.0	0.147
301.5	0.149
302.0	0.145
302.5	0.141
303.0	0.140
303.5	0.140
304.0	0.135
304.5	0.132
305.0	0.128
305.5	0.129
306.0	0.129
306.5	0.126
307.0	0.120
307.5	0.118
308.0	0.118
308.5	0.119
309.0	0.118
309.5	0.120
310.0	0.124
310.5	0.129
311.0	0.131
311.5	0.132
312.0	0.134
312.5	0.129
313.0	0.127
313.5	0.125
314.0	0.119
314.5	0.115
315.0	0.114
315.5	0.113
316.0	0.113
316.5	0.117
317.0	0.115
317.5	0.109
318.0	0.110
318.5	0.107
319.0	0.107
319.5	0.109
320.0	0.107
320.5	0.107
321.0	0.105
321.5	0.106
322.0	0.103
322.5	0.106
323.0	0.109
323.5	0.114
324.0	0.121
324.5	0.121
325.0	0.122
325.5	0.121
326.0	0.119
326.5	0.121
327.0	0.122
327.5	0.125
328.0	0.125
328.5	0.127
329.0	0.122
329.5	0.119
330.0	0.120
330.5	0.119
331.0	0.118
331.5	0.115
332.0	0.117
332.5	0.120
333.0	0.119
333.5	0.115
334.0	0.112
334.5	0.111
335.0	0.110
335.5	0.111
336.0	0.109
336.5	0.112
337.0	0.117
337.5	0.121
338.0	0.122
338.5	0.124
339.0	0.123
339.5	0.117
340.0	0.114
340.5	0.110
341.0	0.105
341.5	0.103
342.0	0.100
342.5	0.103
343.0	0.113
343.5	0.122
344.0	0.125
344.5	0.126
345.0	0.130
345.5	0.129
346.0	0.130
346.5	0.126
347.0	0.120
347.5	0.117
348.0	0.119
348.5	0.117
349.0	0.113
349.5	0.107
350.0	0.108
350.5	0.106
351.0	0.107
351.5	0.109
352.0	0.108
352.5	0.112
353.0	0.117
353.5	0.119
354.0	0.121
354.5	0.124
355.0	0.125
355.5	0.122
356.0	0.124
356.5	0.123
357.0	0.120
357.5	0.117
358.0	0.114
358.5	0.114
359.0	0.118
359.5	0.118
360.0	0.120
360.5	0.128
361.0	0.137
361.5	0.142
362.0	0.146
362.5	0.147
363.0	0.144
363.5	0.137
364.0	0.127
364.5	0.118
365.0	0.116
365.5	0.115
366.0	0.113
366.5	0.118
367.0	0.122
367.5	0.125
368.0	0.126
368.5	0.124
369.0	0.124
369.5	0.124
370.0	0.126
370.5	0.119
371.0	0.114
371.5	0.111
372.0	0.106
372.5	0.103
373.0	0.102
373.5	0.105
374.0	0.109
374.5	0.110
375.0	0.118
375.5	0.122
376.0	0.128
376.5	0.130
377.0	0.132
377.5	0.129
378.0	0.128
378.5	0.128
379.0	0.127
379.5	0.124
380.0	0.118
380.5	0.118
381.0	0.114
381.5	0.114
382.0	0.115
382.5	0.112
383.0	0.113
383.5	0.114
384.0	0.119
384.5	0.121
385.0	0.117
385.5	0.117
386.0	0.118
386.5	0.120
387.0	0.122
387.5	0.119
388.0	0.121
388.5	0.121
389.0	0.125
389.5	0.125
390.0	0.124
390.5	0.125
391.0	0.127
391.5	0.131
392.0	0.130
392.5	0.131
393.0	0.137
393.5	0.145
394.0	0.147
394.5	0.150
395.0	0.148
395.5	0.143
396.0	0.138
396.5	0.137
397.0	0.129
397.5	0.129
398.0	0.130
398.5	0.134
399.0	0.136
399.5	0.140
400.0	0.140
400.5	0.136
401.0	0.130
401.5	0.123
402.0	0.119
402.5	0.115
403.0	0.111
403.5	0.111
404.0	0.114
404.5	0.123
405.0	0.130
405.5	0.132
406.0	0.129
406.5	0.127
407.0	0.127
407.5	0.122
408.0	0.120
408.5	0.121
409.0	0.124
409.5	0.128
410.0	0.130
410.5	0.130
411.0	0.131
411.5	0.128
412.0	0.123
412.5	0.122
413.0	0.122
413.5	0.120
414.0	0.117
414.5	0.111
415.0	0.110
415.5	0.106
416.0	0.103
416.5	0.103
417.0	0.109
417.5	0.122
418.0	0.130
418.5	0.134
419.0	0.141
419.5	0.144
420.0	0.147
420.5	0.145
421.0	0.142
421.5	0.139
422.0	0.137
422.5	0.139
423.0	0.139
423.5	0.136
424.0	0.135
424.5	0.133
425.0	0.130
425.5	0.130
426.0	0.129
426.5	0.126
427.0	0.124
427.5	0.123
428.0	0.122
428.5	0.117
429.0	0.113
429.5	0.107
430.0	0.105
430.5	0.110
431.0	0.117
431.5	0.120
432.0	0.126
432.5	0.127
433.0	0.129
433.5	0.132
434.0	0.137
434.5	0.140
435.0	0.140
435.5	0.140
436.0	0.139
436.5	0.137
437.0	0.139
437.5	0.137
438.0	0.136
438.5	0.139
439.0	0.143
439.5	0.146
440.0	0.149
440.5	0.149
441.0	0.147
441.5	0.142
442.0	0.134
442.5	0.125
443.0	0.112
443.5	0.104
444.0	0.104
444.5	0.112
445.0	0.126
445.5	0.138
446.0	0.153
446.5	0.164
447.0	0.175
447.5	0.180
448.0	0.176
448.5	0.166
449.0	0.154
449.5	0.144
450.0	0.134
450.5	0.131
451.0	0.139
451.5	0.147
452.0	0.155
452.5	0.161
453.0	0.161
453.5	0.156
454.0	0.148
454.5	0.135
455.0	0.123
455.5	0.117
456.0	0.116
456.5	0.117
457.0	0.117
457.5	0.119
458.0	0.122
458.5	0.128
459.0	0.130
459.5	0.133
460.0	0.139
460.5	0.145
461.0	0.148
461.5	0.153
462.0	0.150
462.5	0.142
463.0	0.130
463.5	0.123
464.0	0.118
464.5	0.119
465.0	0.118
465.5	0.117
466.0	0.117
466.5	0.118
467.0	0.117
467.5	0.120
468.0	0.122
468.5	0.124
469.0	0.128
469.5	0.131
470.0	0.133
470.5	0.131
471.0	0.127
471.5	0.121
472.0	0.117
472.5	0.120
473.0	0.120
473.5	0.120
474.0	0.127
474.5	0.131
475.0	0.135
475.5	0.131
476.0	0.124
476.5	0.115
477.0	0.108
477.5	0.106
478.0	0.102
478.5	0.105
479.0	0.109
479.5	0.112
480.0	0.117
480.5	0.118
481.0	0.120
481.5	0.121
482.0	0.121
482.5	0.119
483.0	0.107
483.5	0.096
484.0	0.086
484.5	0.087
485.0	0.095
485.5	0.106
486.0	0.124
486.5	0.144
487.0	0.161
487.5	0.167
488.0	0.160
488.5	0.147
489.0	0.137
489.5	0.133
490.0	0.132
490.5	0.135
491.0	0.143
491.5	0.153
492.0	0.158
492.5	0.153
493.0	0.144
493.5	0.136
494.0	0.134
494.5	0.133
495.0	0.133
495.5	0.135
496.0	0.137
496.5	0.134
497.0	0.133
497.5	0.128
498.0	0.124
498.5	0.119
499.0	0.113
499.5	0.111
500.0	0.114
500.5	0.118
501.0	0.121
501.5	0.126
502.0	0.130
502.5	0.134
503.0	0.132
503.5	0.125
504.0	0.116
504.5	0.115
505.0	0.112
505.5	0.110
506.0	0.109
506.5	0.114
507.0	0.118
507.5	0.125
508.0	0.131
508.5	0.136
509.0	0.141
509.5	0.147
510.0	0.146
510.5	0.143
511.0	0.142
511.5	0.140
512.0	0.138
512.5	0.127
513.0	0.114
513.5	0.099
514.0	0.090
514.5	0.088
515.0	0.088
515.5	0.092
516.0	0.101
516.5	0.112
517.0	0.117
517.5	0.121
518.0	0.122
518.5	0.123
519.0	0.129
519.5	0.138
520.0	0.147
520.5	0.156
521.0	0.163
521.5	0.166
522.0	0.160
522.5	0.153
523.0	0.144
523.5	0.136
524.0	0.130
524.5	0.126
525.0	0.126
525.5	0.130
526.0	0.134
526.5	0.137
527.0	0.138
527.5	0.134
528.0	0.138
528.5	0.145
529.0	0.155
529.5	0.162
530.0	0.168
530.5	0.171
531.0	0.167
531.5	0.165
532.0	0.159
532.5	0.152
533.0	0.148
533.5	0.146
534.0	0.147
534.5	0.145
535.0	0.138
535.5	0.133
536.0	0.130
536.5	0.133
537.0	0.135
537.5	0.134
538.0	0.132
538.5	0.132
539.0	0.134
539.5	0.137
540.0	0.138
540.5	0.142
541.0	0.141
541.5	0.139
542.0	0.136
542.5	0.132
543.0	0.129
543.5	0.129
544.0	0.134
544.5	0.143
545.0	0.152
545.5	0.157
546.0	0.157
546.5	0.160
547.0	0.162
547.5	0.159
548.0	0.159
548.5	0.156
549.0	0.150
549.5	0.145
550.0	0.138
550.5	0.133
551.0	0.136
551.5	0.143
552.0	0.146
552.5	0.144
553.0	0.136
553.5	0.122
554.0	0.111
554.5	0.111
555.0	0.117
555.5	0.124
556.0	0.138
556.5	0.147
557.0	0.149
557.5	0.142
558.0	0.123
558.5	0.102
559.0	0.092
559.5	0.095
560.0	0.103
560.5	0.110
561.0	0.116
561.5	0.118
562.0	0.121
562.5	0.123
563.0	0.119
563.5	0.114
564.0	0.115
564.5	0.120
565.0	0.130
565.5	0.134
566.0	0.135
566.5	0.132
567.0	0.132
567.5	0.138
568.0	0.139
568.5	0.136
569.0	0.133
569.5	0.130
570.0	0.127
570.5	0.125
571.0	0.121
571.5	0.115
572.0	0.115
572.5	0.120
573.0	0.121
573.5	0.115
574.0	0.115
574.5	0.119
575.0	0.121
575.5	0.128
576.0	0.135
576.5	0.139
577.0	0.143
577.5	0.150
578.0	0.153
578.5	0.148
579.0	0.150
579.5	0.147
580.0	0.141
580.5	0.135
581.0	0.131
581.5	0.131
582.0	0.127
582.5	0.129
583.0	0.121
583.5	0.113
584.0	0.110
584.5	0.110
585.0	0.116
585.5	0.119
586.0	0.122
586.5	0.125
587.0	0.125
587.5	0.125
588.0	0.120
588.5	0.123
589.0	0.127
589.5	0.136
590.0	0.140
590.5	0.138
591.0	0.134
591.5	0.132
592.0	0.131
592.5	0.132
593.0	0.134
593.5	0.137
594.0	0.136
594.5	0.134
595.0	0.137
595.5	0.145
596.0	0.155
596.5	0.161
597.0	0.158
597.5	0.154
598.0	0.150
598.5	0.146
599.0	0.142
599.5	0.135
600.0	0.132
600.5	0.132
601.0	0.132
601.5	0.132
602.0	0.123
602.5	0.116
603.0	0.119
603.5	0.126
604.0	0.131
604.5	0.130
605.0	0.130
605.5	0.127
606.0	0.124
606.5	0.125
607.0	0.122
607.5	0.119
608.0	0.124
608.5	0.127
609.0	0.129
609.5	0.130
610.0	0.140
610.5	0.140
611.0	0.139
611.5	0.144
612.0	0.149
612.5	0.148
613.0	0.141
613.5	0.134
614.0	0.132
614.5	0.127
615.0	0.128
615.5	0.127
616.0	0.130
616.5	0.139
617.0	0.138
617.5	0.133
618.0	0.125
618.5	0.123
619.0	0.125
619.5	0.119
620.0	0.117
620.5	0.112
621.0	0.114
621.5	0.120
622.0	0.125
622.5	0.130
623.0	0.131
623.5	0.129
624.0	0.135
624.5	0.136
625.0	0.134
625.5	0.129
626.0	0.129
626.5	0.134
627.0	0.140
627.5	0.140
628.0	0.147
628.5	0.147
629.0	0.150
629.5	0.150
630.0	0.139
630.5	0.132
631.0	0.126
631.5	0.125
632.0	0.127
632.5	0.136
633.0	0.149
633.5	0.156
634.0	0.158
634.5	0.158
635.0	0.154
635.5	0.150
636.0	0.142
636.5	0.139
637.0	0.138
637.5	0.139
638.0	0.131
638.5	0.133
639.0	0.142
639.5	0.151
640.0	0.147
640.5	0.142
641.0	0.138
641.5	0.135
642.0	0.129
642.5	0.121
643.0	0.111
643.5	0.112
644.0	0.123
644.5	0.131
645.0	0.136
645.5	0.144
646.0	0.155
646.5	0.151
647.0	0.145
647.5	0.136
648.0	0.134
648.5	0.132
649.0	0.135
649.5	0.140
650.0	0.143
650.5	0.145
651.0	0.149
651.5	0.145
652.0	0.143
652.5	0.143
653.0	0.147
653.5	0.142
654.0	0.137
654.5	0.127
655.0	0.103
655.5	0.086
656.0	0.079
656.5	0.080
657.0	0.086
657.5	0.102
658.0	0.123
658.5	0.137
659.0	0.150
659.5	0.153
660.0	0.154
660.5	0.153
661.0	0.156
661.5	0.159
662.0	0.166
662.5	0.176
663.0	0.184
663.5	0.182
664.0	0.176
664.5	0.166
665.0	0.152
665.5	0.131
666.0	0.113
666.5	0.097
667.0	0.090
667.5	0.083
668.0	0.076
668.5	0.079
669.0	0.090
669.5	0.109
670.0	0.124
670.5	0.140
671.0	0.156
671.5	0.162
672.0	0.165
672.5	0.163
673.0	0.152
673.5	0.145
674.0	0.139
674.5	0.139
675.0	0.134
675.5	0.127
676.0	0.116
676.5	0.103
677.0	0.100
677.5	0.109
678.0	0.123
678.5	0.138
679.0	0.160
679.5	0.174
680.0	0.174
680.5	0.167
681.0	0.154
681.5	0.137
682.0	0.131
682.5	0.128
683.0	0.131
683.5	0.129
684.0	0.124
684.5	0.121
685.0	0.113
685.5	0.108
686.0	0.102
686.5	0.098
687.0	0.110
687.5	0.123
688.0	0.139
688.5	0.149
689.0	0.150
689.5	0.153
690.0	0.152
690.5	0.146
691.0	0.135
691.5	0.127
692.0	0.125
692.5	0.119
693.0	0.115
693.5	0.106
694.0	0.102
694.5	0.098
695.0	0.105
695.5	0.108
696.0	0.109
696.5	0.105
697.0	0.096
697.5	0.085
698.0	0.075
698.5	0.079
699.0	0.089
699.5	0.106
700.0	0.126
700.5	0.141
701.0	0.150
701.5	0.153
702.0	0.151
702.5	0.149
703.0	0.131
703.5	0.117
704.0	0.105
704.5	0.097
705.0	0.096
705.5	0.100
706.0	0.121
706.5	0.141
707.0	0.166
707.5	0.184
708.0	0.186
708.5	0.176
709.0	0.153
709.5	0.132
710.0	0.122
710.5	0.119
711.0	0.132
711.5	0.145
712.0	0.163
712.5	0.177
713.0	0.184
713.5	0.179
714.0	0.164
714.5	0.157
715.0	0.152
715.5	0.151
716.0	0.153
716.5	0.144
717.0	0.129
717.5	0.124
718.0	0.122
718.5	0.114
719.0	0.116
719.5	0.122
720.0	0.130
720.5	0.139
721.0	0.141
721.5	0.125
722.0	0.115
722.5	0.108
723.0	0.101
723.5	0.103
724.0	0.120
724.5	0.144
725.0	0.164
725.5	0.180
726.0	0.180
726.5	0.169
727.0	0.158
727.5	0.147
728.0	0.132
728.5	0.137
729.0	0.148
729.5	0.165
730.0	0.174
730.5	0.181
731.0	0.183
731.5	0.187
732.0	0.183
732.5	0.178
733.0	0.158
733.5	0.147
734.0	0.138
734.5	0.129
735.0	0.128
735.5	0.133
736.0	0.149
736.5	0.167
737.0	0.175
737.5	0.178
738.0	0.179
738.5	0.175
739.0	0.167
739.5	0.151
740.0	0.141
740.5	0.127
741.0	0.117
741.5	0.109
742.0	0.099
742.5	0.100
